Pieridae Abaeis nicippe
Erebidae Tathorhynchus exsiccata
Autostichidae Taygete attributella
Choreutidae Tebenna carduiella
Choreutidae Tebenna gnaphaliella
Choreutidae Tebenna onustana
Choreutidae Tebenna silphiella
Prodoxidae Tegeticula yuccasella
Crambidae Tehama bonifatella
Pyralidae Telethusia ovalis
Gelechiidae Telphusa longifasciella
Crambidae Terastia meticulosalis
Erebidae Tetanolita floridana
Erebidae Tetanolita mynesalis
Erebidae Tetanolita palligera
Geometridae Tetracis cachexiata
Geometridae Tetracis crocallata
Crambidae Thaumatopsis edonis
Crambidae Thaumatopsis pectinifer
Crambidae Thaumatopsis pexellus
Gelechiidae Theisoa constrictella
Crambidae Thopeutis forbesellus
Hesperiidae Thorybes bathyllus
Hesperiidae Thorybes pylades
Hesperiidae Thymelicus lineola
Tortricidae Thyraylia bana
Tortricidae Thyraylia bunteana
Tortricidae Thyraylia hollandana
Psychidae Thyridopteryx ephemeraeformis
Thyrididae Thyris maculata
Erebidae Thysania zenobia
Geometridae Timandra amaturaria
Tineidae Tinea apicimaculella
Tineidae Tinea carnariella
Tineidae Tinea pellionella
Tineidae Tineidaeundescribed species
Tischeriidae Tischeria quercitella
Pyralidae Tlascala reductella
Lasiocampidae Tolype notialis
Lasiocampidae Tolype velleda
Geometridae Tornos scolopacinaria
Limacodidae Tortricidia flexuosa
Limacodidae Tortricidia pallida
Limacodidae Tortricidia testacea
Pyralidae Tosale oviplagalis
Noctuidae Trachea delicata
Geometridae Trichodezia albovittata
Noctuidae Tricholita notata
Noctuidae Tricholita signata
Tineidae Trichophaga tapetzella
Noctuidae Trichoplusia ni
Noctuidae Trichordestra legitima
Cosmopterigidae Tricionella determinatella
Cosmopterigidae Triclonella determinatella
Geometridae Trigrammia quadrinotaria
Noctuidae Tripudia quadrifera
Noctuidae Tripudia rectangula
Crambidae Udea rubigalis
Noctuidae Ufeus plicatus
Noctuidae Ufeus satyricus
Hesperiidae Urbanus proteus
Crambidae Uresiphita reversalis
Urodidae Urodus parvula
Crambidae Urola nivalis
Erebidae Utetheisa ornatrix
Nymphalidae Vanessa atalanta
Nymphalidae Vanessa cardui
Nymphalidae Vanessa virginiensis
Pyralidae Varneria atrifasciella
Pyralidae Varneria postremella
Geometridae Venusia comptaria
Erebidae Virbia aurantiaca
Erebidae Virbia ferruginosa
Erebidae Virbia fragilis
Erebidae Virbia immaculata
Erebidae Virbia laeta
Erebidae Virbia nigricans
Erebidae Virbia opella
Erebidae Virbia rubicundaria
Sesiidae Vitacea polistiformis
Sesiidae Vitacea scepsiformis
Pyralidae Vitula broweri
Pyralidae Vitula edmandsii
Pyralidae Vitula edmansii
Hesperiidae Wallengrenia egeremet
Hesperiidae Wallengrenia otho
Cosmopterigidae Walshia amorphella
Cosmopterigidae Walshia elegans
Cosmopterigidae Walshia exemplata
Cosmopterigidae Walshia miscecolorella
Crambidae Xanthophysa psychialis
Geometridae Xanthorhoe ferrugata
Geometridae Xanthorhoe labradorensis
Geometridae Xanthorhoe lacustrata
Geometridae Xanthotype urticaria
Geometridae Xanthotype urticaria-sospeta
Gelechiidae Xenolechia ontariensis
Tortricidae Xenotemna pallorana
Noctuidae Xestia badinodis
Noctuidae Xestia c-nigrum
Noctuidae Xestia dolosa
Noctuidae Xestia mustelina
Noctuidae Xestia normanianus
Noctuidae Xestia plebeia
Noctuidae Xestia smithii
Crambidae Xubida panalope
Noctuidae Xylena curvimacula
Noctuidae Xylena nupera
Tineidae Xylesthia pruniramiella
Noctuidae Xylomoia chagnoni
Sphingidae Xylophanes tersa
Yponomeutidae Yponomeuta cagnagella
Yponomeutidae Yponomeuta multipunctella
Ypsolophidae Ypsolopha dentella
Erebidae Zale aeruginosa
Erebidae Zale bethunei
Erebidae Zale calycanthata
Erebidae Zale curema
Erebidae Zale duplicata
Erebidae Zale galbanata
Erebidae Zale helata
Erebidae Zale horrida
Erebidae Zale intenta
Erebidae Zale lunata
Erebidae Zale lunifera
Erebidae Zale metatoides
Erebidae Zale minerea
Erebidae Zale obliqua
Erebidae Zale phaeocapna
Erebidae Zale undularis
Erebidae Zale unilineata
Erebidae Zanclognatha cruralis
Erebidae Zanclognatha dentata
Erebidae Zanclognatha jacchusalis
Erebidae Zanclognatha laevigata
Erebidae Zanclognatha lituralis
Erebidae Zanclognatha marcidilinea
Erebidae Zanclognatha martha
Erebidae Zanclognatha minoralis
Erebidae Zanclognatha obscuripennis
Erebidae Zanclognatha pedipilalis
Erebidae Zanclognatha protumnusalis
Erebidae Zanclognatha theralis
Tortricidae Zeiraphera canadensis
Tortricidae Zeiraphera claypoleana
Tortricidae Zeiraphera hesperiana
Tortricidae Zeiraphera improbana
Tortricidae Zeiraphera unfortunata
Pieridae Zerene cesonia
Tortricidae Zomaria interruptolineana
Pyralidae Zophodia grossulariella
